"산업분류(1)","규모별(1)",2025.09,2025.09,2025.09,2025.09,2025.09,2025.09,2025.09,2025.09,2025.09,2025.09,2025.09,2025.09,2025.09,2025.09
"산업분류(1)","규모별(1)",전체근로일수 (일),상용근로일수 (일),임시일용근로일수 (일),전체근로시간 (시간),상용총근로시간 (시간),상용소정실근로시간 (시간),상용초과근로시간 (시간),임시일용근로시간 (시간),전체임금총액 (원),상용임금총액 (원),상용정액급여 (원),상용초과급여 (원),상용특별급여 (원),임시일용임금총액 (원)
"G.도매 및 소매업(45~47)","30~99인",21.2,21.5,12.6,171.5,174.0,168.3,5.7,94.9,5021555,5136239,4310989,214149,611102,1456403
"G.도매 및 소매업(45~47)","100~299인",20.4,20.6,16.9,167.5,169.4,160.8,8.6,126.8,4959363,5109840,4300672,266279,542888,1775016
"G.도매 및 소매업(45~47)","300인이상",20.7,20.9,16.7,170.2,172.1,164.8,7.3,134.9,6643887,6897575,5681740,297895,917940,1831420
"H.운수 및 창고업(49~52)","전규모(1인이상)",20.6,21.1,10.3,166.4,170.5,160.1,10.4,77.8,4430713,4577459,3572612,391794,613053,1285454
"H.운수 및 창고업(49~52)"," -5인이상",20.5,21.0,10.4,166.7,170.8,159.6,11.3,80.8,4545360,4699621,3630101,426323,643197,1340018
"H.운수 및 창고업(49~52)"," -10인이상",20.5,21.0,10.1,165.8,170.1,158.3,11.8,80.3,4580792,4743007,3631355,449468,662184,1311909
"H.운수 및 창고업(49~52)"," -30인이상",20.2,20.8,9.3,163.3,168.4,156.3,12.1,74.3,4608676,4801601,3564492,486297,750812,1231764
"H.운수 및 창고업(49~52)","-1~9인",21.3,21.6,11.2,169.1,172.7,168.7,3.9,60.3,3719085,3805058,3298533,122703,383823,1098766
"H.운수 및 창고업(49~52)","-1~29인",21.3,21.5,14.0,172.1,174.4,167.0,7.4,90.9,4095361,4166937,3587483,218710,360744,1489949
"H.운수 및 창고업(49~52)"," -1~299인",21.2,21.4,14.3,168.9,170.6,160.9,9.7,100.5,4283886,4348456,3411190,356093,581172,1699039
"H.운수 및 창고업(49~52)"," -5~299인",21.2,21.4,15.3,169.6,171.0,160.3,10.6,112.1,4408185,4467857,3460219,393717,613921,1910530
"H.운수 및 창고업(49~52)","1~4인",21.0,21.4,8.7,163.6,167.7,165.2,2.5,38.0,3360909,3453837,3043840,74198,335800,556574
"H.운수 및 창고업(49~52)","5~9인",21.6,21.8,14.3,176.0,178.9,173.1,5.7,88.7,4167171,4244130,3616933,183340,443858,1791977
"H.운수 및 창고업(49~52)","10~29인",21.4,21.4,18.2,175.2,176.1,165.3,10.8,136.3,4475208,4528477,3876162,314627,337688,2069131
"H.운수 및 창고업(49~52)","30~99인",20.9,21.2,13.8,157.2,159.5,149.6,9.9,102.1,3950205,4036019,3025162,328918,681939,1833762
"H.운수 및 창고업(49~52)","100~299인",21.4,21.4,20.2,176.3,176.4,163.4,13.0,163.8,4929576,4943275,3546241,589927,807108,2272276
"H.운수 및 창고업(49~52)","300인이상",17.9,19.6,7.0,155.4,170.2,156.2,14.1,59.5,5079847,5717948,4376530,569590,771828,952662
"I.숙박 및 음식점업(55~56)","전규모(1인이상)",18.9,22.5,10.6,144.1,179.0,171.4,7.6,63.2,2224614,2827925,2536335,161804,129786,824797
"I.숙박 및 음식점업(55~56)"," -5인이상",19.6,22.4,10.3,158.4,183.9,172.2,11.7,73.2,2686128,3201753,2707408,267740,226605,963783
"I.숙박 및 음식점업(55~56)"," -10인이상",20.4,22.4,11.6,167.3,187.8,172.6,15.1,78.4,3079416,3556845,2855731,356149,344966,1001721
"I.숙박 및 음식점업(55~56)"," -30인이상",20.5,22.0,12.6,166.4,182.3,168.6,13.7,81.8,3488692,3940963,2987018,355939,598006,1085030
"I.숙박 및 음식점업(55~56)","-1~9인",18.5,22.5,10.4,137.1,175.8,171.0,4.8,60.7,1966905,2558946,2418474,90089,50383,795104
"I.숙박 및 음식점업(55~56)","-1~29인",18.8,22.6,10.5,142.0,178.6,171.7,6.9,62.3,2103132,2696516,2483125,138884,74506,812221
"I.숙박 및 음식점업(55~56)"," -1~299인",18.9,22.5,10.6,143.8,179.1,171.6,7.5,63.1,2192083,2790381,2523554,157475,109352,822038
"I.숙박 및 음식점업(55~56)"," -5~299인",19.6,22.4,10.4,158.3,184.3,172.8,11.6,73.1,2625816,3136106,2687022,262983,186102,958219
"I.숙박 및 음식점업(55~56)","1~4인",18.4,22.6,10.7,133.6,174.7,170.7,4.0,58.4,1885309,2500893,2386677,69130,45087,758147
"I.숙박 및 음식점업(55~56)","5~9인",18.7,22.4,9.3,147.6,178.7,171.7,7.0,69.1,2211758,2716070,2504536,146817,64716,933561
"I.숙박 및 음식점업(55~56)","10~29인",20.3,22.7,11.2,167.9,191.3,175.2,16.0,76.8,2830166,3309442,2771171,356284,181987,962376
"I.숙박 및 음식점업(55~56)","30~99인",20.9,22.4,13.2,167.3,185.5,172.5,13.0,73.8,3088927,3512124,2916540,317007,278577,914359
"I.숙박 및 음식점업(55~56)","100~299인",20.1,21.6,12.8,167.3,180.2,165.4,14.8,103.5,3946213,4454615,3023608,443331,987677,1435305
"I.숙박 및 음식점업(55~56)","300인이상",19.8,21.3,10.2,162.5,175.0,160.2,14.8,79.7,4214524,4668252,3162813,374008,1131431,1215211
"J.정보통신업(58~63)","전규모(1인이상)",21.1,21.2,16.0,174.5,176.1,167.5,8.6,114.1,5429346,5526539,4619204,286629,620706,1821152
"J.정보통신업(58~63)"," -5인이상",21.1,21.1,17.5,175.6,176.7,167.1,9.6,128.6,5644313,5732463,4771511,317373,643580,2090940
"J.정보통신업(58~63)"," -10인이상",21.1,21.1,19.6,176.8,177.4,166.9,10.5,146.4,5850954,5919200,4877767,348080,693353,2496818
"J.정보통신업(58~63)"," -30인이상",21.0,21.0,20.8,178.3,178.7,166.5,12.2,160.4,6159053,6228083,5076986,407250,743847,2719695
"J.정보통신업(58~63)","-1~9인",21.0,21.6,10.2,164.8,170.5,170.0,0.5,62.6,3657457,3819308,3495009,19449,304850,745878
"J.정보통신업(58~63)","-1~29인",21.1,21.5,11.7,168.0,171.7,169.2,2.5,72.6,4188088,4311241,3826178,77677,407387,1016627
"J.정보통신업(58~63)"," -1~299인",21.2,21.3,15.1,174.0,176.1,168.6,7.5,105.7,4942495,5041766,4196269,230737,614761,1660195
"J.정보통신업(58~63)"," -5~299인",21.2,21.3,16.8,175.4,176.9,168.3,8.6,121.6,5160792,5250027,4339908,264490,645629,1952686
"J.정보통신업(58~63)","1~4인",21.2,21.7,8.9,165.6,171.0,170.6,0.5,45.4,3613109,3751937,3306661,21691,423585,547545
"J.정보통신업(58~63)","5~9인",20.8,21.5,11.2,163.8,169.8,169.2,0.6,76.9,3711794,3903687,3730905,16641,156140,910119
"J.정보통신업(58~63)","10~29인",21.2,21.3,15.8,171.5,173.1,168.5,4.6,99.7,4761010,4825140,4172134,138504,514502,1753873
"J.정보통신업(58~63)","30~99인",21.2,21.2,21.0,175.2,175.5,167.8,7.7,161.0,5602084,5663394,4521899,263077,878419,2943364
"J.정보통신업(58~63)","100~299인",21.2,21.2,20.9,185.6,186.1,168.1,18.0,163.0,5770984,5839212,4586959,519469,732785,2477676
"J.정보통신업(58~63)","300인이상",20.8,20.8,20.4,176.0,176.3,164.3,12.0,157.6,6892482,6964877,5874066,452465,638346,2664655
"K.금융 및 보험업(64~66)","전규모(1인이상)",20.7,20.7,20.2,169.0,169.5,164.6,4.9,150.7,7324311,7435386,5281940,169492,1983954,2949821
"K.금융 및 보험업(64~66)"," -5인이상",20.6,20.6,20.2,168.6,169.1,164.0,5.1,150.3,7517565,7642722,5393429,176960,2072334,2954402
